State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Madhya Pradesh,BARWANI,2003,Whole Year ,Sugarcane,2155,74850
Madhya Pradesh,BARWANI,2003,Whole Year ,Sweet potato,165,900
Madhya Pradesh,BARWANI,2003,Whole Year ,Tomato,36,0
Madhya Pradesh,BARWANI,2003,Whole Year ,Turmeric,49,56
Madhya Pradesh,BARWANI,2003,Whole Year ,Water Melon,2,0
Madhya Pradesh,BARWANI,2004,Whole Year ,Coriander,138,31
Madhya Pradesh,BARWANI,2004,Whole Year ,Garlic,137,355
Madhya Pradesh,BARWANI,2004,Whole Year ,Onion,943,8013
Madhya Pradesh,BARWANI,2004,Whole Year ,Potato,7,84
Madhya Pradesh,BARWANI,2004,Whole Year ,Sugarcane,158,4690
Madhya Pradesh,BARWANI,2004,Whole Year ,Sweet potato,89,486
Madhya Pradesh,BARWANI,2004,Whole Year ,Turmeric,63,70
Madhya Pradesh,BARWANI,2005,Whole Year ,Onion,861,5682
Madhya Pradesh,BARWANI,2005,Whole Year ,Potato,8,66
Madhya Pradesh,BARWANI,2005,Whole Year ,Sugarcane,2046,53840
Madhya Pradesh,BARWANI,2005,Whole Year ,Sweet potato,63,179
Madhya Pradesh,BARWANI,2006,Whole Year ,Banana,403,5130
Madhya Pradesh,BARWANI,2006,Whole Year ,Coriander,68,14
Madhya Pradesh,BARWANI,2006,Whole Year ,Dry chillies,5654,3871
Madhya Pradesh,BARWANI,2006,Whole Year ,Garlic,165,287
Madhya Pradesh,BARWANI,2006,Whole Year ,Onion,977,7587
Madhya Pradesh,BARWANI,2006,Whole Year ,Potato,6,48
Madhya Pradesh,BARWANI,2006,Whole Year ,Sesamum,318,91
Madhya Pradesh,BARWANI,2006,Whole Year ,Sugarcane,257,7890
Madhya Pradesh,BARWANI,2006,Whole Year ,Sweet potato,85,337
Madhya Pradesh,BARWANI,2006,Whole Year ,Tobacco,63,27
Madhya Pradesh,BARWANI,2006,Whole Year ,Turmeric,71,58
Madhya Pradesh,BARWANI,2007,Whole Year ,Banana,260,7910
Madhya Pradesh,BARWANI,2007,Whole Year ,Coriander,77,14
Madhya Pradesh,BARWANI,2007,Whole Year ,Garlic,166,289
Madhya Pradesh,BARWANI,2007,Whole Year ,Onion,1177,8544
Madhya Pradesh,BARWANI,2007,Whole Year ,Potato,15,102
Madhya Pradesh,BARWANI,2007,Whole Year ,Sesamum,343,135
Madhya Pradesh,BARWANI,2007,Whole Year ,Small millets,734,181
Madhya Pradesh,BARWANI,2007,Whole Year ,Sugarcane,2184,52680
Madhya Pradesh,BARWANI,2007,Whole Year ,Sunflower,1,
Madhya Pradesh,BARWANI,2007,Whole Year ,Sweet potato,90,288
Madhya Pradesh,BARWANI,2007,Whole Year ,Tobacco,23,11
Madhya Pradesh,BARWANI,2007,Whole Year ,Turmeric,59,45
Madhya Pradesh,BARWANI,2008,Whole Year ,Banana,114,2886
Madhya Pradesh,BARWANI,2008,Whole Year ,Coriander,53,10
Madhya Pradesh,BARWANI,2008,Whole Year ,Garlic,152,247
Madhya Pradesh,BARWANI,2008,Whole Year ,Onion,1057,6277
Madhya Pradesh,BARWANI,2008,Whole Year ,Potato,11,72
Madhya Pradesh,BARWANI,2008,Whole Year ,Sesamum,401,160
Madhya Pradesh,BARWANI,2008,Whole Year ,Small millets,701,172
Madhya Pradesh,BARWANI,2008,Whole Year ,Sugarcane,563,16050
Madhya Pradesh,BARWANI,2008,Whole Year ,Sweet potato,63,201
Madhya Pradesh,BARWANI,2008,Whole Year ,Tobacco,23,11
Madhya Pradesh,BARWANI,2008,Whole Year ,Turmeric,57,49
Madhya Pradesh,BARWANI,2009,Whole Year ,Arhar/Tur,4254,1790
Madhya Pradesh,BARWANI,2009,Whole Year ,Bajra,8575,4278
Madhya Pradesh,BARWANI,2009,Whole Year ,Banana,215,7097
Madhya Pradesh,BARWANI,2009,Whole Year ,Castor seed,40,8
Madhya Pradesh,BARWANI,2009,Whole Year ,Coriander,178,33
Madhya Pradesh,BARWANI,2009,Whole Year ,Cotton(lint),58807,8104
Madhya Pradesh,BARWANI,2009,Whole Year ,Dry chillies,6073,10143
Madhya Pradesh,BARWANI,2009,Whole Year ,Dry ginger,494,298
Madhya Pradesh,BARWANI,2009,Whole Year ,Garlic,162,297
Madhya Pradesh,BARWANI,2009,Whole Year ,Gram,4163,2063
Madhya Pradesh,BARWANI,2009,Whole Year ,Groundnut,13105,9671
Madhya Pradesh,BARWANI,2009,Whole Year ,Linseed,1,
Madhya Pradesh,BARWANI,2009,Whole Year ,Maize,31887,29881
Madhya Pradesh,BARWANI,2009,Whole Year ,Mesta,51,11
Madhya Pradesh,BARWANI,2009,Whole Year ,Onion,1198,9010
Madhya Pradesh,BARWANI,2009,Whole Year ,Potato,34,301
Madhya Pradesh,BARWANI,2009,Whole Year ,Rapeseed &Mustard,4,2
Madhya Pradesh,BARWANI,2009,Whole Year ,Rice,1926,759
Madhya Pradesh,BARWANI,2009,Whole Year ,Sannhamp,309,53
Madhya Pradesh,BARWANI,2009,Whole Year ,Sesamum,339,134
Madhya Pradesh,BARWANI,2009,Whole Year ,Soyabean,31404,14556
Madhya Pradesh,BARWANI,2009,Whole Year ,Sugarcane,1503,36910
Madhya Pradesh,BARWANI,2009,Whole Year ,Sweet potato,59,192
Madhya Pradesh,BARWANI,2009,Whole Year ,Tobacco,17,7
Madhya Pradesh,BARWANI,2009,Whole Year ,Turmeric,71,62
Madhya Pradesh,BARWANI,2009,Whole Year ,Wheat,31879,49080
Madhya Pradesh,BARWANI,2010,Whole Year ,Banana,158,4032
Madhya Pradesh,BARWANI,2010,Whole Year ,Coriander,174,38
Madhya Pradesh,BARWANI,2010,Whole Year ,Dry chillies,6293,16081
Madhya Pradesh,BARWANI,2010,Whole Year ,Dry ginger,497,323
Madhya Pradesh,BARWANI,2010,Whole Year ,Garlic,146,155
Madhya Pradesh,BARWANI,2010,Whole Year ,Mesta,15,21
Madhya Pradesh,BARWANI,2010,Whole Year ,Onion,1347,7961
Madhya Pradesh,BARWANI,2010,Whole Year ,Potato,33,251
Madhya Pradesh,BARWANI,2010,Whole Year ,Sannhamp,263,244
Madhya Pradesh,BARWANI,2010,Whole Year ,Sesamum,318,144
Madhya Pradesh,BARWANI,2010,Whole Year ,Sugarcane,971,34070
Madhya Pradesh,BARWANI,2010,Whole Year ,Sweet potato,82,169
Madhya Pradesh,BARWANI,2010,Whole Year ,Tobacco,13,8
Madhya Pradesh,BARWANI,2010,Whole Year ,Turmeric,70,47
Madhya Pradesh,BARWANI,2011,Whole Year ,Banana,386,7903
Madhya Pradesh,BARWANI,2011,Whole Year ,Coriander,183,39
Madhya Pradesh,BARWANI,2011,Whole Year ,Dry chillies,6332,9242
Madhya Pradesh,BARWANI,2011,Whole Year ,Dry ginger,508,243
Madhya Pradesh,BARWANI,2011,Whole Year ,Garlic,146,158
Madhya Pradesh,BARWANI,2011,Whole Year ,Onion,1323,11246
Madhya Pradesh,BARWANI,2011,Whole Year ,Potato,29,222
Madhya Pradesh,BARWANI,2011,Whole Year ,Sesamum,338,168
Madhya Pradesh,BARWANI,2011,Whole Year ,Sugarcane,1283,37420
Madhya Pradesh,BARWANI,2011,Whole Year ,Sweet potato,66,131
Madhya Pradesh,BARWANI,2011,Whole Year ,Tobacco,1,
Madhya Pradesh,BARWANI,2011,Whole Year ,Turmeric,77,48
Madhya Pradesh,BARWANI,2012,Whole Year ,Banana,500,17126
Madhya Pradesh,BARWANI,2012,Whole Year ,Coriander,128,54
Madhya Pradesh,BARWANI,2012,Whole Year ,Dry chillies,9100,58073
Madhya Pradesh,BARWANI,2012,Whole Year ,Dry ginger,458,842
Madhya Pradesh,BARWANI,2012,Whole Year ,Garlic,186,355
Madhya Pradesh,BARWANI,2012,Whole Year ,Onion,1116,11706
Madhya Pradesh,BARWANI,2012,Whole Year ,Potato,9,254
Madhya Pradesh,BARWANI,2012,Whole Year ,Sesamum,298,111
Madhya Pradesh,BARWANI,2012,Whole Year ,Sugarcane,1577,76560
Madhya Pradesh,BARWANI,2012,Whole Year ,Sunflower,3,1
Madhya Pradesh,BARWANI,2012,Whole Year ,Sweet potato,142,610
Madhya Pradesh,BARWANI,2012,Whole Year ,Turmeric,181,337
Madhya Pradesh,BARWANI,2013,Whole Year ,Banana,546,30318
Madhya Pradesh,BARWANI,2013,Whole Year ,Coriander,149,66
Madhya Pradesh,BARWANI,2013,Whole Year ,Dry chillies,6785,38199
Madhya Pradesh,BARWANI,2013,Whole Year ,Dry ginger,461,820
Madhya Pradesh,BARWANI,2013,Whole Year ,Garlic,179,339
Madhya Pradesh,BARWANI,2013,Whole Year ,Onion,1523,19076
Madhya Pradesh,BARWANI,2013,Whole Year ,Potato,11,269
Madhya Pradesh,BARWANI,2013,Whole Year ,Sesamum,265,100
Madhya Pradesh,BARWANI,2013,Whole Year ,Sugarcane,1241,51730
Madhya Pradesh,BARWANI,2013,Whole Year ,Sweet potato,197,940
Madhya Pradesh,BARWANI,2013,Whole Year ,Turmeric,168,295
Madhya Pradesh,BETUL,1998,Whole Year ,Sugarcane,4116,123220
Madhya Pradesh,BETUL,1999,Whole Year ,Coriander,274,71
Madhya Pradesh,BETUL,1999,Whole Year ,Dry chillies,1733,858
Madhya Pradesh,BETUL,1999,Whole Year ,Garlic,151,790
Madhya Pradesh,BETUL,1999,Whole Year ,Onion,314,4820
Madhya Pradesh,BETUL,1999,Whole Year ,Potato,1120,10128
Madhya Pradesh,BETUL,1999,Whole Year ,Sannhamp,460,1000
Madhya Pradesh,BETUL,1999,Whole Year ,Sugarcane,3865,172870
Madhya Pradesh,BETUL,1999,Whole Year ,Sweet potato,74,477
Madhya Pradesh,BETUL,1999,Whole Year ,Turmeric,8,7
Madhya Pradesh,BETUL,2000,Whole Year ,Coriander,128,33
Madhya Pradesh,BETUL,2000,Whole Year ,Dry chillies,1585,431
Madhya Pradesh,BETUL,2000,Whole Year ,Garlic,95,475
Madhya Pradesh,BETUL,2000,Whole Year ,Onion,147,2798
Madhya Pradesh,BETUL,2000,Whole Year ,Sannhamp,463,683
Madhya Pradesh,BETUL,2000,Whole Year ,Sugarcane,5226,110420
Madhya Pradesh,BETUL,2000,Whole Year ,Turmeric,17,15
Madhya Pradesh,BETUL,2001,Whole Year ,Banana,3,39
Madhya Pradesh,BETUL,2001,Whole Year ,Coriander,257,71
Madhya Pradesh,BETUL,2001,Whole Year ,Dry chillies,1624,626
Madhya Pradesh,BETUL,2001,Whole Year ,Garlic,175,902
Madhya Pradesh,BETUL,2001,Whole Year ,Onion,280,5333
Madhya Pradesh,BETUL,2001,Whole Year ,Potato,1032,10866
Madhya Pradesh,BETUL,2001,Whole Year ,Sannhamp,399,706
Madhya Pradesh,BETUL,2001,Whole Year ,Sugarcane,3211,135290
Madhya Pradesh,BETUL,2001,Whole Year ,Sweet potato,82,522
Madhya Pradesh,BETUL,2001,Whole Year ,Turmeric,4,4
Madhya Pradesh,BETUL,2002,Whole Year ,Banana,4,74
Madhya Pradesh,BETUL,2002,Whole Year ,Beans & Mutter(Vegetable),179,0
Madhya Pradesh,BETUL,2002,Whole Year ,Bhindi,930,0
Madhya Pradesh,BETUL,2002,Whole Year ,Brinjal,1024,0
Madhya Pradesh,BETUL,2002,Whole Year ,Cabbage,418,0
Madhya Pradesh,BETUL,2002,Whole Year ,Cauliflower,378,0
Madhya Pradesh,BETUL,2002,Whole Year ,Citrus Fruit,384,0
Madhya Pradesh,BETUL,2002,Whole Year ,Coriander,225,57
Madhya Pradesh,BETUL,2002,Whole Year ,Dry chillies,1684,893
Madhya Pradesh,BETUL,2002,Whole Year ,Garlic,223,1150
Madhya Pradesh,BETUL,2002,Whole Year ,Mango,17,0
Madhya Pradesh,BETUL,2002,Whole Year ,Onion,308,5636
Madhya Pradesh,BETUL,2002,Whole Year ,Other Vegetables,735,0
Madhya Pradesh,BETUL,2002,Whole Year ,Pome Fruit,4,0
Madhya Pradesh,BETUL,2002,Whole Year ,Potato,1258,11775
Madhya Pradesh,BETUL,2002,Whole Year ,Sannhamp,417,683
Madhya Pradesh,BETUL,2002,Whole Year ,Sugarcane,3387,147100
Madhya Pradesh,BETUL,2002,Whole Year ,Sweet potato,74,471
Madhya Pradesh,BETUL,2002,Whole Year ,Tomato,818,0
Madhya Pradesh,BETUL,2002,Whole Year ,Turmeric,1145,500
Madhya Pradesh,BETUL,2003,Whole Year ,Banana,2,38
Madhya Pradesh,BETUL,2003,Whole Year ,Beans & Mutter(Vegetable),184,0
Madhya Pradesh,BETUL,2003,Whole Year ,Bhindi,916,0
Madhya Pradesh,BETUL,2003,Whole Year ,Brinjal,941,0
Madhya Pradesh,BETUL,2003,Whole Year ,Cabbage,395,0
Madhya Pradesh,BETUL,2003,Whole Year ,Cauliflower,302,0
Madhya Pradesh,BETUL,2003,Whole Year ,Citrus Fruit,10,0
Madhya Pradesh,BETUL,2003,Whole Year ,Coriander,278,74
Madhya Pradesh,BETUL,2003,Whole Year ,Dry chillies,1738,952
Madhya Pradesh,BETUL,2003,Whole Year ,Garlic,228,1141
Madhya Pradesh,BETUL,2003,Whole Year ,Mango,17,0
Madhya Pradesh,BETUL,2003,Whole Year ,Onion,322,5432
Madhya Pradesh,BETUL,2003,Whole Year ,Orange,374,0
Madhya Pradesh,BETUL,2003,Whole Year ,Other Vegetables,677,0
Madhya Pradesh,BETUL,2003,Whole Year ,Pome Fruit,4,0
Madhya Pradesh,BETUL,2003,Whole Year ,Potato,1318,13553
Madhya Pradesh,BETUL,2003,Whole Year ,Sannhamp,312,522
Madhya Pradesh,BETUL,2003,Whole Year ,Sugarcane,5452,243840
Madhya Pradesh,BETUL,2003,Whole Year ,Sweet potato,73,458
Madhya Pradesh,BETUL,2003,Whole Year ,Tomato,820,0
Madhya Pradesh,BETUL,2004,Whole Year ,Coriander,500,137
Madhya Pradesh,BETUL,2004,Whole Year ,Garlic,253,1247
Madhya Pradesh,BETUL,2004,Whole Year ,Onion,313,6151
Madhya Pradesh,BETUL,2004,Whole Year ,Potato,840,8994
Madhya Pradesh,BETUL,2004,Whole Year ,Sugarcane,5700,236460
Madhya Pradesh,BETUL,2004,Whole Year ,Sweet potato,74,464
Madhya Pradesh,BETUL,2005,Whole Year ,Onion,402,7759
Madhya Pradesh,BETUL,2005,Whole Year ,Potato,943,9189
Madhya Pradesh,BETUL,2005,Whole Year ,Sugarcane,3825,166730
Madhya Pradesh,BETUL,2005,Whole Year ,Sweet potato,125,783
Madhya Pradesh,BETUL,2006,Whole Year ,Coriander,411,124
Madhya Pradesh,BETUL,2006,Whole Year ,Dry chillies,3761,2577
Madhya Pradesh,BETUL,2006,Whole Year ,Garlic,502,2587
Madhya Pradesh,BETUL,2006,Whole Year ,Onion,387,7514
Madhya Pradesh,BETUL,2006,Whole Year ,Potato,1082,11347
Madhya Pradesh,BETUL,2006,Whole Year ,Sesamum,228,55
Madhya Pradesh,BETUL,2006,Whole Year ,Sugarcane,4598,194450
Madhya Pradesh,BETUL,2006,Whole Year ,Sweet potato,146,929
Madhya Pradesh,BETUL,2007,Whole Year ,Coriander,558,172
Madhya Pradesh,BETUL,2007,Whole Year ,Garlic,315,1482
Madhya Pradesh,BETUL,2007,Whole Year ,Onion,388,6134
Madhya Pradesh,BETUL,2007,Whole Year ,Potato,830,8551
Madhya Pradesh,BETUL,2007,Whole Year ,Sesamum,258,88
Madhya Pradesh,BETUL,2007,Whole Year ,Sugarcane,6406,291740
Madhya Pradesh,BETUL,2007,Whole Year ,Sunflower,25,9
Madhya Pradesh,BETUL,2007,Whole Year ,Sweet potato,68,426
Madhya Pradesh,BETUL,2008,Whole Year ,Coriander,256,78
Madhya Pradesh,BETUL,2008,Whole Year ,Garlic,345,1649
Madhya Pradesh,BETUL,2008,Whole Year ,Onion,373,5704
Madhya Pradesh,BETUL,2008,Whole Year ,Potato,903,8186
Madhya Pradesh,BETUL,2008,Whole Year ,Sesamum,305,104
Madhya Pradesh,BETUL,2008,Whole Year ,Small millets,10591,2225
Madhya Pradesh,BETUL,2008,Whole Year ,Sugarcane,5394,242150
Madhya Pradesh,BETUL,2008,Whole Year ,Sweet potato,82,499
Madhya Pradesh,BETUL,2009,Whole Year ,Arhar/Tur,29532,22147
Madhya Pradesh,BETUL,2009,Whole Year ,Coriander,766,239
Madhya Pradesh,BETUL,2009,Whole Year ,Cotton(lint),534,69
Madhya Pradesh,BETUL,2009,Whole Year ,Dry chillies,2025,2728
Madhya Pradesh,BETUL,2009,Whole Year ,Garlic,408,1921
Madhya Pradesh,BETUL,2009,Whole Year ,Gram,38150,24477
Madhya Pradesh,BETUL,2009,Whole Year ,Groundnut,5517,6143
Madhya Pradesh,BETUL,2009,Whole Year ,Khesari,67,35
Madhya Pradesh,BETUL,2009,Whole Year ,Linseed,1115,765
Madhya Pradesh,BETUL,2009,Whole Year ,Maize,46594,59027
Madhya Pradesh,BETUL,2009,Whole Year ,Masoor,3889,1935
Madhya Pradesh,BETUL,2009,Whole Year ,Niger seed,19399,4927
Madhya Pradesh,BETUL,2009,Whole Year ,Onion,554,9067
Madhya Pradesh,BETUL,2009,Whole Year ,Peas & beans (Pulses),4464,1619
Madhya Pradesh,BETUL,2009,Whole Year ,Potato,1025,9604
Madhya Pradesh,BETUL,2009,Whole Year ,Rapeseed &Mustard,297,289
Madhya Pradesh,BETUL,2009,Whole Year ,Rice,44079,46212
Madhya Pradesh,BETUL,2009,Whole Year ,Sannhamp,109,44
Madhya Pradesh,BETUL,2009,Whole Year ,Sesamum,282,102
Madhya Pradesh,BETUL,2009,Whole Year ,Soyabean,210304,256667
Madhya Pradesh,BETUL,2009,Whole Year ,Sugarcane,3762,171330
Madhya Pradesh,BETUL,2009,Whole Year ,Sunflower,48,18
Madhya Pradesh,BETUL,2009,Whole Year ,Sweet potato,84,488
Madhya Pradesh,BETUL,2009,Whole Year ,Wheat,116695,181637
Madhya Pradesh,BETUL,2010,Whole Year ,Coriander,629,184
Madhya Pradesh,BETUL,2010,Whole Year ,Dry chillies,1827,3583
Madhya Pradesh,BETUL,2010,Whole Year ,Dry ginger,10,16
Madhya Pradesh,BETUL,2010,Whole Year ,Garlic,414,1628
Madhya Pradesh,BETUL,2010,Whole Year ,Onion,755,13907
Madhya Pradesh,BETUL,2010,Whole Year ,Potato,1069,8717
Madhya Pradesh,BETUL,2010,Whole Year ,Sannhamp,108,261
Madhya Pradesh,BETUL,2010,Whole Year ,Sesamum,402,186
Madhya Pradesh,BETUL,2010,Whole Year ,Sugarcane,4069,145790
Madhya Pradesh,BETUL,2010,Whole Year ,Sweet potato,173,873
Madhya Pradesh,BETUL,2011,Whole Year ,Coriander,409,127
Madhya Pradesh,BETUL,2011,Whole Year ,Dry chillies,2174,2831
Madhya Pradesh,BETUL,2011,Whole Year ,Dry ginger,14,15
Madhya Pradesh,BETUL,2011,Whole Year ,Garlic,415,1729
Madhya Pradesh,BETUL,2011,Whole Year ,Onion,487,10311
Madhya Pradesh,BETUL,2011,Whole Year ,Potato,1392,13222
Madhya Pradesh,BETUL,2011,Whole Year ,Sesamum,213,110
Madhya Pradesh,BETUL,2011,Whole Year ,Sugarcane,4150,162060
Madhya Pradesh,BETUL,2011,Whole Year ,Sweet potato,335,1716
Madhya Pradesh,BETUL,2011,Whole Year ,Turmeric,3,3
Madhya Pradesh,BETUL,2012,Whole Year ,Banana,2,
Madhya Pradesh,BETUL,2012,Whole Year ,Coriander,391,160
Madhya Pradesh,BETUL,2012,Whole Year ,Dry chillies,2159,5035
Madhya Pradesh,BETUL,2012,Whole Year ,Dry ginger,110,147
Madhya Pradesh,BETUL,2012,Whole Year ,Garlic,418,2477
Madhya Pradesh,BETUL,2012,Whole Year ,Onion,513,15037
Madhya Pradesh,BETUL,2012,Whole Year ,Potato,1084,15170
Madhya Pradesh,BETUL,2012,Whole Year ,Sesamum,691,561
Madhya Pradesh,BETUL,2012,Whole Year ,Sugarcane,4035,227150
Madhya Pradesh,BETUL,2012,Whole Year ,Sweet potato,344,2433
Madhya Pradesh,BETUL,2012,Whole Year ,Turmeric,4,4
Madhya Pradesh,BETUL,2013,Whole Year ,Coriander,426,203
Madhya Pradesh,BETUL,2013,Whole Year ,Dry chillies,2235,3113
Madhya Pradesh,BETUL,2013,Whole Year ,Dry ginger,44,85
Madhya Pradesh,BETUL,2013,Whole Year ,Garlic,427,2849
Madhya Pradesh,BETUL,2013,Whole Year ,Onion,523,14050
Madhya Pradesh,BETUL,2013,Whole Year ,Potato,1230,15034
Madhya Pradesh,BETUL,2013,Whole Year ,Sesamum,482,219
Madhya Pradesh,BETUL,2013,Whole Year ,Sugarcane,4861,297110
Madhya Pradesh,BETUL,2013,Whole Year ,Sweet potato,346,2946
Madhya Pradesh,BHIND,1998,Whole Year ,Sugarcane,136,2380
Madhya Pradesh,BHIND,1999,Whole Year ,Dry chillies,126,62
Madhya Pradesh,BHIND,1999,Whole Year ,Garlic,4,9
Madhya Pradesh,BHIND,1999,Whole Year ,Onion,209,1605
Madhya Pradesh,BHIND,1999,Whole Year ,Potato,443,4183
Madhya Pradesh,BHIND,1999,Whole Year ,Sannhamp,24,44
Madhya Pradesh,BHIND,1999,Whole Year ,Sugarcane,78,1970
Madhya Pradesh,BHIND,1999,Whole Year ,Sweet potato,23,120
Madhya Pradesh,BHIND,2000,Whole Year ,Coriander,2,1
Madhya Pradesh,BHIND,2000,Whole Year ,Dry chillies,81,25
Madhya Pradesh,BHIND,2000,Whole Year ,Garlic,5,11
Madhya Pradesh,BHIND,2000,Whole Year ,Onion,162,1589
Madhya Pradesh,BHIND,2000,Whole Year ,Sannhamp,21,28
Madhya Pradesh,BHIND,2000,Whole Year ,Sugarcane,89,1970
Madhya Pradesh,BHIND,2001,Whole Year ,Coriander,2,1
Madhya Pradesh,BHIND,2001,Whole Year ,Dry chillies,77,38
Madhya Pradesh,BHIND,2001,Whole Year ,Garlic,12,26
Madhya Pradesh,BHIND,2001,Whole Year ,Onion,201,1973
Madhya Pradesh,BHIND,2001,Whole Year ,Potato,330,4291
Madhya Pradesh,BHIND,2001,Whole Year ,Sannhamp,27,50
Madhya Pradesh,BHIND,2001,Whole Year ,Sugarcane,43,1090
Madhya Pradesh,BHIND,2001,Whole Year ,Sweet potato,10,50
Madhya Pradesh,BHIND,2002,Whole Year ,Beans & Mutter(Vegetable),31,0
Madhya Pradesh,BHIND,2002,Whole Year ,Bhindi,31,0
Madhya Pradesh,BHIND,2002,Whole Year ,Brinjal,71,0
Madhya Pradesh,BHIND,2002,Whole Year ,Cabbage,31,0
Madhya Pradesh,BHIND,2002,Whole Year ,Cauliflower,31,0
Madhya Pradesh,BHIND,2002,Whole Year ,Citrus Fruit,1,0
Madhya Pradesh,BHIND,2002,Whole Year ,Coriander,1,0.01
Madhya Pradesh,BHIND,2002,Whole Year ,Dry chillies,94,40
Madhya Pradesh,BHIND,2002,Whole Year ,Garlic,18,39
Madhya Pradesh,BHIND,2002,Whole Year ,Onion,176,1659
Madhya Pradesh,BHIND,2002,Whole Year ,Other Fresh Fruits,285,0
Madhya Pradesh,BHIND,2002,Whole Year ,Other Vegetables,479,0
Madhya Pradesh,BHIND,2002,Whole Year ,Papaya,6,0
Madhya Pradesh,BHIND,2002,Whole Year ,Pome Fruit,28,0
Madhya Pradesh,BHIND,2002,Whole Year ,Potato,351,4277
Madhya Pradesh,BHIND,2002,Whole Year ,Sannhamp,36,67
Madhya Pradesh,BHIND,2002,Whole Year ,Sugarcane,25,630
Madhya Pradesh,BHIND,2002,Whole Year ,Sweet potato,15,78
Madhya Pradesh,BHIND,2002,Whole Year ,Tomato,60,0
Madhya Pradesh,BHIND,2003,Whole Year ,Beans & Mutter(Vegetable),49,0
Madhya Pradesh,BHIND,2003,Whole Year ,Bhindi,64,0
Madhya Pradesh,BHIND,2003,Whole Year ,Brinjal,278,0
Madhya Pradesh,BHIND,2003,Whole Year ,Cabbage,45,0
Madhya Pradesh,BHIND,2003,Whole Year ,Cauliflower,43,0
Madhya Pradesh,BHIND,2003,Whole Year ,Citrus Fruit,1,0
Madhya Pradesh,BHIND,2003,Whole Year ,Coriander,6,2
Madhya Pradesh,BHIND,2003,Whole Year ,Dry chillies,119,71
Madhya Pradesh,BHIND,2003,Whole Year ,Garlic,28,50
Madhya Pradesh,BHIND,2003,Whole Year ,Onion,164,1279
Madhya Pradesh,BHIND,2003,Whole Year ,Other Fresh Fruits,68,0
Madhya Pradesh,BHIND,2003,Whole Year ,Other Vegetables,654,0
Madhya Pradesh,BHIND,2003,Whole Year ,Papaya,6,324
Madhya Pradesh,BHIND,2003,Whole Year ,Pome Fruit,29,0
Madhya Pradesh,BHIND,2003,Whole Year ,Potato,447,5579
Madhya Pradesh,BHIND,2003,Whole Year ,Sannhamp,20,39
Madhya Pradesh,BHIND,2003,Whole Year ,Sugarcane,27,680
Madhya Pradesh,BHIND,2003,Whole Year ,Sweet potato,17,78
Madhya Pradesh,BHIND,2003,Whole Year ,Tomato,197,0
Madhya Pradesh,BHIND,2003,Whole Year ,Turmeric,2,2
Madhya Pradesh,BHIND,2004,Whole Year ,Coriander,4,1
Madhya Pradesh,BHIND,2004,Whole Year ,Garlic,30,65
Madhya Pradesh,BHIND,2004,Whole Year ,Onion,165,1695
Madhya Pradesh,BHIND,2004,Whole Year ,Potato,613,8543
Madhya Pradesh,BHIND,2004,Whole Year ,Sugarcane,116,2930
Madhya Pradesh,BHIND,2004,Whole Year ,Sweet potato,6,31
Madhya Pradesh,BHIND,2005,Whole Year ,Onion,193,1736
Madhya Pradesh,BHIND,2005,Whole Year ,Potato,1068,12734
Madhya Pradesh,BHIND,2005,Whole Year ,Sugarcane,90,2280
Madhya Pradesh,BHIND,2005,Whole Year ,Sweet potato,25,119
Madhya Pradesh,BHIND,2006,Whole Year ,Coriander,4,1
Madhya Pradesh,BHIND,2006,Whole Year ,Dry chillies,56,42
Madhya Pradesh,BHIND,2006,Whole Year ,Garlic,14,31
Madhya Pradesh,BHIND,2006,Whole Year ,Onion,53,465
Madhya Pradesh,BHIND,2006,Whole Year ,Potato,577,6826
Madhya Pradesh,BHIND,2006,Whole Year ,Sesamum,11198,5898
Madhya Pradesh,BHIND,2006,Whole Year ,Sugarcane,66,1670
Madhya Pradesh,BHIND,2006,Whole Year ,Sweet potato,7,37
Madhya Pradesh,BHIND,2007,Whole Year ,Coriander,7,1
Madhya Pradesh,BHIND,2007,Whole Year ,Garlic,18,30
Madhya Pradesh,BHIND,2007,Whole Year ,Onion,62,352
Madhya Pradesh,BHIND,2007,Whole Year ,Potato,811,6603
Madhya Pradesh,BHIND,2007,Whole Year ,Sesamum,20656,10549
Madhya Pradesh,BHIND,2007,Whole Year ,Sugarcane,72,1820
Madhya Pradesh,BHIND,2007,Whole Year ,Sweet potato,10,40
Madhya Pradesh,BHIND,2008,Whole Year ,Coriander,1,
Madhya Pradesh,BHIND,2008,Whole Year ,Garlic,8,19
Madhya Pradesh,BHIND,2008,Whole Year ,Onion,63,363
Madhya Pradesh,BHIND,2008,Whole Year ,Potato,837,8577
Madhya Pradesh,BHIND,2008,Whole Year ,Sesamum,8205,3870
Madhya Pradesh,BHIND,2008,Whole Year ,Small millets,4,1
Madhya Pradesh,BHIND,2008,Whole Year ,Sugarcane,29,550
Madhya Pradesh,BHIND,2008,Whole Year ,Sweet potato,5,31
Madhya Pradesh,BHIND,2009,Whole Year ,Arhar/Tur,4063,2119
Madhya Pradesh,BHIND,2009,Whole Year ,Bajra,33206,39657
Madhya Pradesh,BHIND,2009,Whole Year ,Barley,5114,9282
Madhya Pradesh,BHIND,2009,Whole Year ,Dry chillies,32,35
Madhya Pradesh,BHIND,2009,Whole Year ,Garlic,14,36
